Delta,Theta,Alpha,Beta,Gamma
1.13367310622632,1.1929697024843686,0.7865366463706019,0.059309715098874276,0.07309186253174936
1.0360787952641397,0.906071028247996,0.6189264426706879,0.04048051740599709,0.07189758638897412
0.831551499580083,0.7676750479774617,0.29517924772039683,0.03334696490856979,0.10732439494746417
0.9973901216749457,1.001945112326738,0.3739512695932745,-0.05151616319561751,-0.015515280060493637
1.2771759160411666,1.3290488490783594,0.7367512632692801,-0.00951628082178341,-0.24683071900554376
1.3006925166771888,1.375703687214558,0.7397568580603653,-0.02268622963136908,-0.2660545646390011
1.2001328814561567,1.1159864813954947,0.42695283325662137,-0.08968018810403239,-0.15112305227588987
0.9863376814814286,0.8542374839646851,0.43909448388898464,0.005024851579228685,-0.08488348457212419
1.3745348121522463,1.2326236467401854,0.794086336499398,0.16483978369614719,-0.08617094820521105
1.4290541007635695,1.3229410870192084,0.8467345919602207,0.22026652147601372,-0.20597898352383287
1.338089461878427,1.0872761714925276,0.6415537343684967,0.19144934577852749,-0.22698872304991252
0.9933105344973788,0.44377224435330365,0.41060212590803713,0.1005427016308475,-0.10195905487538852
0.69714595413682,0.16773712366501306,0.2601605354428867,0.0055579872867895655,-0.0027586154007918683
0.5610808996916175,0.14262352700728326,0.13035985174596773,0.01657190711325877,-0.0007519903165066284
0.8494886123326473,0.3728785565576352,0.07791706917850948,0.0716080805627547,0.01563467580573109
1.08312966572426,1.0584467394497339,0.6873816320539239,0.10535737069273433,0.021686598234784065
1.246386323446916,1.2891684338184868,0.9022523672278543,0.19954884645373627,0.01155108749092061
1.1835101556050354,1.1844625310766814,0.7728046779404439,0.18064775472157737,-0.049013121374322746
0.9009424475848747,0.6835947378672318,0.2219440701445622,0.03729211637569777,-0.06197758448736372
0.6009182108587057,0.13493764956463686,-0.1563739969659163,-0.08801941903550792,-0.06644088892943607
0.6221357452557187,0.14712484389229952,-0.0750277497183673,-0.11588764132395449,-0.1332371120871683
0.47193820782778917,0.14091530818088052,0.01384816911580614,-0.20813383019009477,-0.18757944177286193
0.3522933012492697,0.023526254615354306,-0.04619646668755416,-0.15789557465722368,-0.16365134446867294
0.6244761655789637,0.37754147167179664,0.15492240836165133,-0.09181587995259118,-0.19311979833599655
0.9255251806412657,1.0583105228402452,0.7252217043421806,0.09088647290199842,-0.2316199778884622
1.1735267900649984,1.2796157477223051,0.9378124025032805,0.18984246659397325,-0.2665421217440638
1.12725310598444,1.173267687871952,0.8138611630416376,0.07685812062937429,-0.24619586326444007
0.9216714408551016,0.6909558905228033,0.23843605037860074,-0.00643342788538097,-0.19648806584752265
0.596592683321735,0.18314651565981585,0.28444748858605906,0.015481457220486257,-0.1342600408183917
0.17408062876892913,0.3063609579093938,0.42328450106088267,0.07408623366654382,-0.11414031586565064
0.3610783820070533,0.24097700693452026,0.2640406735735869,-0.013607608060337168,-0.02931973711066426
0.3316979168092183,0.23632523829925642,0.018296506165309402,-0.10240032595424327,-0.01869688173388086
0.37095152094952294,0.12959444493983538,-0.1297169797716654,-0.018123925935409565,0.027257333555929627
0.2694330986891325,0.15648406330027,-0.2656946428305472,-0.019470919021866675,-0.0936229264368722
0.24401278365493728,0.3114402346043045,0.04206417848225593,-0.04067740676858555,-0.22587455989190758
0.17740626019452727,0.49280933601422366,0.24919666386503111,0.033587175208069274,-0.1800966585059589
0.10966990568604511,0.4811810253475996,0.21059947113447078,0.06481014638401829,-0.09419106343704159
-0.12517581930056554,0.25362956630292754,-0.0495486007032031,-0.015288176413725967,-0.07747918039520531
0.7185838304456479,0.4166522723627596,0.11318479872486271,-0.0025834127334890154,-0.1270611324116927
0.9853770602425819,0.8572574240690747,0.5543655669814347,0.13912745078772196,0.03191006445955284
1.2841974999949093,0.954605640215117,0.6839636087338444,0.16754898331402607,0.129034552277205
1.194298274570639,0.7074411234930067,0.529795734823558,-0.03666277704188582,0.15660056553290116
1.1304519875021528,0.195332193094856,0.19027558798369593,-0.12175956570976991,0.0708479991735683
0.8950554834340158,0.18060138087051575,-0.049033838056997736,-0.14839195503430042,-0.10819659154070162
0.7171517349863235,0.030119875766008677,-0.23702406355827438,-0.13448514807452217,-0.11222324246034356
0.4355205938802232,0.032134369121701076,0.0281678760463581,0.028686513021337023,-0.09507044025580896
0.08391706824701729,0.10734415133735238,0.07495499410028336,0.08256745195340101,-0.14644800503931618
0.31371034699138917,0.14253444505171592,-0.15500335028870893,0.06931337232378922,-0.11902732810199296
0.49798277517750805,0.10692624063315483,-0.027519269524186537,0.08335382660412896,-0.12477692360810534
0.6407717570086732,0.6315469055368677,0.29785275991688126,0.1024297174403127,-0.20511899835336828
1.0815808396386508,1.1333684544827387,0.7904176106486672,0.1964270699853182,-0.23008332272579204
1.2344595310604984,1.2703249241422816,0.9193712545206149,0.16925040379650974,-0.20801667411850633
1.1464493802992186,1.0820149520067746,0.7259062618293629,0.015061846806822215,-0.16556500827501283
0.8896643566454264,0.522453532313927,0.1482499131586742,-0.07847491422587395,-0.16014766900040686
0.5160944196492596,0.34786091315091744,0.19082281653001898,0.010801331879434486,-0.08127591096272424
0.2054839491063685,0.13624903982146036,0.2755111307927195,0.005565993332367904,-0.09081339827287871
0.19780292816909878,0.0808987754382608,0.16576972341638818,0.007712393151762387,-0.12760423392271172
0.2731436111075886,0.20227628066643843,-0.007974619667342572,0.014900010522137415,-0.05052808912983237
0.37030237849496417,0.38213094279338505,-0.006301419504029717,0.07271792638449566,-0.0034264383626625024
0.34650834010861803,0.3204690106392743,-0.05608495939344823,-0.0031109100390572493,-0.12421248431912513
0.4435474860095515,0.11772702427907115,-0.365525037765995,-0.08044293594312274,-0.06383494789728963
0.5514948143265607,0.05006164035187999,-0.39084448840506697,-0.028156744561242918,-0.07515041166786748
0.5101847470501539,0.003211847736871411,-0.10385973593373016,-0.04136648737640725,-0.223246320988394
0.18387371467796346,-0.047454467654022614,0.016804730127661646,-0.060158952184973725,-0.1429373041173761
0.6626298925615796,-0.02880907712944608,-0.08140399557183962,0.025580143497396415,-0.104954140631783
0.8944265041805676,-0.16924139748376887,-0.058550981923827454,0.00023686679937873984,-0.19319787332289892
1.264423388359475,0.1702209382953723,0.047289026176309076,-0.06164170730890025,-0.2188288991032832
1.3431585262410615,0.33630273494209717,0.16242780142270186,0.06274648867130592,-0.1930967509053471
1.3902219197356362,0.8928316274903159,0.5291443313796405,0.16213834552825576,-0.2786808210765353
1.399006791901,1.232947547821124,0.8611959688990878,0.28385031121361837,-0.15692541646561098
1.2381519621218204,1.2245807509644986,0.8718476108426422,0.2513955080496193,-0.046878051357713044
1.137700943608707,0.8752843719787581,0.5675892427528018,0.0066429541385397434,-0.1192406402720328
0.9225635787930493,0.808989788211312,0.03660197706491581,0.050437033893790006,-0.03824095431783391
0.6511145921020732,0.802616060322745,0.1231940123891142,0.11225286774237178,0.02193093594274624
0.6960682570594735,0.55419126817301,0.0961877300892974,0.029279188111388167,-0.13472990417011566
0.7294022605516252,0.7528622104678906,-0.05697283767654553,-0.21166744918767866,-0.3008374625813825
0.8186990691605376,0.7706180669368573,-0.025619675324644695,-0.12466109476933308,-0.19119807798979327
0.7899249084242935,0.603458477767444,0.07210788360985552,0.14803925033836293,-0.118619699920886
0.6900563809113659,0.7166078213649947,0.20957821108733124,0.16260729647514602,-0.10795777370121379
0.6441580159236012,0.706669394550292,0.07853658916847572,-0.021928257585574353,-0.13969403740567002
0.47746485251521514,0.41157676258494585,0.07580469351317386,-0.14613486058896574,-0.12073700021962386
0.7281983301234171,0.4043481684717736,0.012877910777706982,-0.08016849076670256,-0.06424847346686217
0.9872898709714961,0.5680524661178917,-0.038201806788657644,0.06636471965731026,-0.11295828955498509
1.004831086375647,0.5479737919321628,0.09644021924384621,0.02222130648186826,-0.19139899405299832
0.8426253907202693,0.40164137434200764,0.10255351475339285,-0.06486258805676055,-0.12839503405536112
0.7757773157846601,0.3842338702714862,0.062055444738222526,-0.11210436031258474,-0.03789220461849264
0.8388119091482523,0.6517171865959827,0.29077207839677677,-0.20802274220769731,-0.05544171930998965
1.0841684961107814,1.1526428895191017,0.7638927281076507,0.002920129686886431,-0.10721416795433791
1.1435521256930763,1.2910398542266273,0.8752531776167218,0.08129096047720276,-0.0079217237292485
1.1442900567564525,1.1284747204992003,0.6599326655706326,0.021279136246190614,-0.024391778212501426
0.9292819286130966,0.7697787353279816,0.06803760845418026,-0.032145838607795546,-0.09345968963361106
0.9168485274380513,0.6143488048242618,-0.020231429822432284,-0.010164952208107538,-0.10264112902420014
0.8301805312322629,0.6640763271151019,0.15383329087949282,0.03795850990516429,-0.1137130396358814
0.7870073392999398,0.7131554397810247,0.23978552116361654,0.02239291504534353,-0.1849327728379938
0.8001468973807295,0.5889490364129758,0.3128882191504918,-0.030142156967898983,-0.271933146490311
0.761888798886998,0.3422342431310822,0.34812169007790755,-0.07279172323422237,-0.2436266265947888
0.5901390439945522,0.1601739696869978,0.12742849865465844,-0.05780150886186811,-0.21216293795915211
0.7710472775982609,0.2615495751955568,-0.041575812052239904,-0.07250307056730354,-0.17831391130272692
0.7237764094121308,0.18721660072467777,-0.11183875408749569,-0.12356702773273535,-0.20306242965307816
0.6014779490374472,0.2584167588353948,0.029208637510562848,-0.13499110826008565,-0.22889907906586732
0.39972097838900106,0.2226645318147983,0.2486935196169141,-0.023874781462519572,-0.16382679757583346
0.30369349711717447,0.13768128336723046,0.2068483142397582,0.0006795750147764721,-0.04847212228923976
0.22378519420218554,0.11486990898459702,0.06598013117504276,-0.0723449485517299,-0.10195277457435008
0.04144251555116207,0.15808060838494556,0.12476797271677455,-0.06985132153374578,-0.18464302248249195
-0.0566623486732078,0.006614554622885068,-0.04652528738072805,0.043001957155115005,-0.0323409432410632
0.053148399104865615,0.08788469603293701,-0.1117710186820953,0.08523846282444113,0.036604347397610114
0.13862046375713066,0.2698345231721793,-0.057576414020450585,-0.03037174809577716,-0.0438062245772209
0.07726097741619994,0.23336929074346174,0.012151480575181997,-0.15664863201805093,-0.09516082985719483
0.1727774310428236,0.1500383374728492,-0.006993699196025068,-0.10057288537875812,-0.15271986663873566
0.2603416062849144,0.06032191988883288,0.05735440103516058,0.049809409045887626,-0.1276151905896041
0.27757641276146233,0.07598931817065223,0.09599101176107867,0.13140519116357274,0.020718006564861554
0.3141848620285068,0.1187907384998947,-0.002657473399427509,0.05717317972813289,0.017200721186067705
0.3287065419871821,0.15781866652268323,0.03671875699547609,-0.1376145596058098,-0.07424282478749024
0.38059730057882457,0.2241853704696996,0.03249373383965863,-0.13195050158635474,-0.11750588639587019
0.23106310625947807,0.3131005190469145,-0.02931809711623119,-0.03474816355594313,-0.1367648342144216
0.32956451350072036,0.21497638254703721,0.013151166394874179,0.006591099394492192,-0.07230158675063332
0.6672038039038714,0.6784763999216211,0.43467129901104234,0.08268038369143837,-0.08141349242471468
1.1383171933988279,1.091335871868113,0.789757255807726,0.21179119239592886,-0.12230364880248872
1.1863834639574793,1.1496035123313155,0.8086137352662746,0.2168483397303168,-0.1062852432295688
1.0740749433960723,0.87676720486014,0.4993701646642667,0.0852746104794454,-0.07088407821518927
0.731115628732604,0.3129707994512098,0.21570432665566944,0.02501221775635603,-0.006131605291209443
0.531275712023914,0.24817436915376975,0.06819045326994214,-0.0023023224122943357,-0.023114866118636192
0.4429920171753448,-0.010674906815161131,0.0739197010296953,0.07665123770138797,-0.10887832399805215
0.22581313728231833,0.16121120081558127,0.12857757396787586,0.01908826533157616,-0.02201312429799314
0.24440479736854528,0.31058987893167106,0.039084955240504836,-0.054826750496697454,0.001280233452506313
0.5507211034981581,0.39384631315405483,0.09657521201654114,-0.04930560171496943,-0.12613375343890942
0.574451192083291,0.38655943376148133,0.24567830752898964,-0.11535907199788185,-0.166338054001976
0.5022979462214181,0.44180652098891965,0.16635941489335265,-0.1227816736445397,-0.27633368433017214
0.7344937441237995,0.7279354843104319,0.37515633133233817,-0.05575780509527546,-0.2384868575175796
0.9737129554825138,1.0066142258800361,0.7189374424466305,0.03176106415866687,-0.14447952094658062
1.0721606107195147,0.9409202329139609,0.7026882489901876,-0.023492479253238448,-0.07121322521095583
1.0379629720165275,0.8107973238804913,0.5619149968042655,-0.09793950661653718,-0.11312771264861006
1.2491579506534958,1.1980912420045586,0.8086060829557397,-0.035743341781643026,-0.18925452991808628
1.2033539337148977,1.2002539810749502,0.7940461362401305,-0.07345542602875312,-0.2343293925709712
0.9900884857597652,0.8543207945655719,0.45092077944964565,-0.09706325836745995,-0.12497795795862643
0.4543418147513917,0.2484517034300714,0.11122393644051688,-0.02024739811727586,-0.03656692971934279
0.5024169909422187,0.15296182999078378,0.19741410144332577,-0.028587364494602766,-0.04855648503462617
0.6142287086821361,0.189454632136103,0.29586742825902906,-0.018962335469838623,-0.10040847278142741
0.39474012530196795,0.07205077240671445,0.2315429532805803,0.07624423546793682,0.009906294770457237
0.42903720565522535,0.1597636176642301,0.32322165425599564,0.04999800223189649,0.060780925045133716
0.8958297052080627,0.8679529672074979,0.717039670009113,0.011614009717886583,-0.056266919529359354
1.0868535666387047,1.0882595347166772,0.884819058047859,0.10889798869836524,-0.1484196292500931
1.0618851158033575,0.9658801488193914,0.7463741009206527,0.06010833253388553,-0.0784664985704975
0.8600537175588399,0.41229687921268954,0.23427400967259027,-0.037770270868763584,-0.08696184194087593
0.594099302897564,-0.16626212072235666,0.11415600024668379,-0.14702535908030076,-0.11815627356528043
0.4224106547452221,0.3738701622311529,0.225235937326079,-0.08174036479724715,-0.12108546060900009
0.866132367173808,0.9481821714008704,0.6240673857330218,0.025999595927746554,-0.1564319448749636
1.039599344018053,1.1121594429444481,0.7730485638038387,0.06989974357451612,-0.20695571721352665
0.9498404715366358,0.9516253052574843,0.6138193344471194,-0.0098612235290303,-0.20692987848168326
0.6656301866693044,0.40814070121720164,0.03804625409073017,-0.05693970203775707,-0.11078434076532137
0.642994893093492,0.6257617048479093,0.36420978944283644,0.03936795664199757,-0.09430322213080644
1.1653659682981605,1.137321965865377,0.7810427620681629,0.08558846929086479,-0.060320250700209986
1.2861378670862653,1.2452723536624895,0.8174904494593779,0.0503062844710327,-0.04916734472890243
1.2206590768680037,1.0205347678354775,0.5052063243644196,0.12516362260491384,-0.06401750100377838
0.9638287900787392,0.3442337542911236,-0.04086915938936071,0.1874820516218687,-0.06485071090403087
0.8048469833391697,0.38758067893369247,0.12086219591924348,0.07575287493085282,-0.0907689191264518
1.2221709178070534,1.077848499811417,0.6493594043960184,-0.07600465703294701,-0.015411729932920417
1.4161715496110734,1.287496834802324,0.7772835811528699,-0.14467737966161812,0.0008705183256288203
1.3399914493005998,1.1738443520255093,0.5886381737796568,-0.27290788017229833,-0.1299544742781701
1.1186256677185453,0.7041709581745257,0.07040745178521254,-0.10984487960177779,-0.23869188132625446
0.7259786234066592,0.31063494533691904,-0.08272993442268031,-0.07666384225779074,-0.21073454319921617
0.6265484555244991,0.3585177735449586,-0.07666913358471485,-0.16631672256678368,-0.19358835425920387
0.37199990437680797,0.2860751556319225,0.08539684443233733,-0.012835123331038,-0.16231575646414237
0.8776243827873171,0.8036829967729119,0.5018748550209081,0.004829978246494072,-0.1554938500366271
1.2351127560402808,1.2080766602418265,0.8666890374436984,0.08958351125449739,-0.14083072108340017
1.2699868540091068,1.2538124278941667,0.8658862463232806,0.0854363774511529,-0.10853604307876034
1.1344035826514594,0.96700895504953,0.5245575531240143,0.03696696602022497,-0.10650315613366268
0.8046616787246563,0.35219443135950923,0.09759667180755857,0.15580131471777608,-0.04412116987062674
0.5995475677444185,0.150426912573323,0.24802162675283165,0.12200267115910762,-0.0721959498989773
0.5536058410364908,0.1007461641999988,0.24426598763910579,0.005359502825964608,-0.14547228846207388
0.531562524896045,0.1384545055614319,-0.05206033375330745,-0.10885335675176362,-0.1526488261853516
0.4139579503449069,0.14136725865767377,0.0663860487519733,-0.08399155976568107,-0.1059188578684739
0.3816561643813816,0.230254349368137,0.317352389469516,0.043808869556296294,-0.1030101343996564
0.3962394109428494,0.22255268116772076,0.2741036068473726,0.028375929428784537,-0.17866246164662275
0.45561531349002105,-0.0008824084276683437,-0.009652032142723137,-0.08433045125607036,-0.22334415174712527
0.2985369338279794,-0.28797420317478056,-0.2761478207131031,-0.10013394329419434,-0.21730776170932178
0.14038087203978478,-0.26695549661764423,-0.23096758136757775,-0.05605232318557119,-0.12451999891798061
0.21066082493560206,-0.3382857354898866,-0.1160016655170886,0.08070272762206329,-0.09235746883028098
0.5016447381222766,0.06228106912976579,-0.1716946734091926,0.13578890028617063,-0.15544599923651967
0.6147835780650425,0.19600732667245782,-0.061800878362918775,0.0035150918028744767,-0.15605516944330922
0.6108832744147156,0.14982200916128796,0.07649393761070097,-0.1199465233106191,-0.03865383561896774
0.4736845596511563,0.008795645649581385,0.10851465691705937,-0.052701760716636945,-0.04272251514482172
0.16681311174658847,-0.026494588588500737,0.05583475109809377,0.00032699506243380895,-0.1477151629662732
-0.06548588983187005,-0.03345994125097013,0.20351501907257033,0.051959477041662254,-0.27065404757442185
0.3238512086943701,0.16762915945771714,0.2189542757527826,0.05297214282483779,-0.35157278078345316
0.47892889888295126,0.2685572777016792,0.052915411830869015,-0.12376695468073087,-0.3094505771862904
0.34196797631484793,0.07184583219298306,-0.12496776729884108,-0.22329720689702834,-0.24488754390952863
0.29159638818144656,0.2050569669357592,-0.12575528479624265,-0.2155537770569743,-0.1850288419100344
0.17497471198334344,0.3665746281916906,0.05847809625408585,-0.10304689462695138,-0.2526148494591024
0.1601842027964558,0.3724920104821295,0.10723227166522817,0.012927959934567633,-0.2413370830916981
0.269263595847121,0.3146379313591554,0.12914174667840975,-0.030478120248356607,-0.10746203167677866
0.3065410660189208,0.21697128722657547,0.15349778339812495,-0.11090273296339237,-0.12234462808985544
0.2564360771835049,0.007843298876256429,0.018965199862365688,-0.027882283661045757,-0.1399522694201984
0.336511607542461,-0.08784450108881323,-0.03472934563045461,0.005077078747811658,-0.09621441661703306
0.19900731585311407,-0.11384546608011685,0.09297494370358672,-0.019435407518069995,-0.11244114490435536
0.39746378572879965,-0.1121293841899657,0.23119780970253226,-0.08423921630539448,-0.15087897044271384
0.3584714000455367,0.08139904106390432,0.1340948100846559,-0.05238662138333614,-0.14177431052908346
0.15987057656279458,0.10527469076943437,-0.054043572170107475,-0.013512843918869267,-0.17150756706442916
-0.1613902060250127,0.24633030949805182,-0.05630947110454692,-0.015348164056458065,-0.1773936224083221
0.2500150289932873,0.2709070160771272,-0.25194858172299545,-0.0418970092007661,-0.15829087887463641
0.32752298678581154,0.23307206539238123,-0.17929164266957506,-0.09212680838611441,-0.0951363626933475
0.6280164230928665,0.10084734382697075,-0.11351664183693491,-0.18844771669909258,-0.08022706362965537
0.6555293038941148,0.24503917007197473,-0.1880613522858929,-0.18463591255898176,-0.07225115736829374
0.6493669959279517,0.36157349041584524,-0.17872619994945804,-0.023919509055727706,-0.08702935280932277
0.6651494306846146,0.32212634538383284,-0.09031804723227223,-0.01850921437967806,-0.1519038633151842
0.4267560760689151,0.3597879295989937,-0.06186358757416808,-0.049349962157761613,-0.1921834440931602
0.5900158637338077,0.4556705535442558,-0.005911099949513377,-0.013518925636050292,-0.19450712074183454
0.6258291452826653,0.3893651693332388,0.12736284375125245,-0.04628451582874365,-0.17874030779220224
0.5688203945227728,0.23690257284250127,0.05437109081636253,-0.05229250981509547,-0.23923286494827828
0.6438022694538493,0.6817352331471823,0.3382899319573753,-0.04231679996633213,-0.28773701749559333
1.1590717831594806,1.1507664495137524,0.7650322984525156,-0.07478954670825298,-0.15254340905366917
1.262857174476552,1.2289168905652634,0.832669089128743,-0.13481325153734167,-0.14401283654543187
1.2133937217944515,0.9732845847780681,0.5728931890006908,-0.18305599117411311,-0.1651327666838291
