Delta,Theta,Alpha,Beta,Gamma
1.1050958518155898,1.3373624876583878,1.1883909505503754,1.4525784039925083,1.4068784636991376
1.1077785618881584,1.1911346774380107,1.026806951956634,1.5193524608021545,1.5220625142815947
1.2808389840006391,1.1656701847382256,1.256607482068372,1.5576211812656582,1.5455497934482196
1.1686844058485253,1.3810287190621966,1.3952853945897334,1.5832774032506085,1.523396666982832
1.206602051491849,1.4294261725820647,1.53052705082017,1.5324419014781117,1.4315818520131316
1.2823779749101585,1.4461049326522846,1.5065783910568349,1.4892731937549024,1.396240085438418
1.2899107270908972,1.376363561256248,1.321108177793728,1.5191544124367535,1.4293242198858453
1.4686241089713166,1.253815620170849,1.178106861098376,1.4989612316571934,1.425565356777952
1.453812323109009,1.2967082734491688,1.1796225777926204,1.4994091023589964,1.4244598944660072
1.4057778278691848,1.1468938244643636,1.2014690620689423,1.4550917680000095,1.4290676408613037
1.4759784402590528,1.303021461925791,1.1081867310761735,1.3019136118695878,1.2937698240804596
1.5196908808627554,1.4710523819438093,1.115234421482824,1.248935998836162,1.121547699756607
1.4305122305274907,1.4657291059840627,1.3208059333681241,1.4539059180082206,1.3225829643118474
1.162956195290391,1.3949013228988063,1.269558230243137,1.4861871157091304,1.3009732012934248
1.039733327209446,1.265141336581413,1.3222210724202224,1.4693878286839506,1.3664128878694857
1.2722188814329505,1.1586523038787457,1.2806014448325393,1.4984549355717642,1.495264783401309
1.2945732320799197,1.2654862968796905,1.0848822954679587,1.5439741430363145,1.4833090862185616
1.2347719745718,1.2405110911755333,1.0709986849117878,1.547276835766703,1.4626345590273737
1.0080824981375103,1.1031700582902624,1.2964892257462672,1.533981072667244,1.493631545588585
1.049294287026273,0.9411398975257209,1.4955518793197662,1.5210950238281349,1.5545482677411682
1.2004969751420547,0.9558049616303728,1.4254663266532324,1.5190735372284696,1.531120706103385
1.2717060679340602,1.1975558399225077,1.308290355940221,1.5404988664716126,1.4767877578577873
1.170118761314478,1.2645552969723393,1.3305117494243053,1.5049484755576077,1.4530278500893776
1.0775699157342187,1.0954762883883247,1.2802446069806923,1.489029823317063,1.4865693680097227
0.9851010006247884,1.0204933524322939,1.0780247410545776,1.4995621652294076,1.4804023378413125
1.1158366559924076,1.0117392057117114,1.0410064514504607,1.4284037309753554,1.386359906660772
1.3511984352099558,1.1208401940271608,1.2555715453680267,1.3800162508767633,1.3142001707986628
1.144803975825282,1.2362668762172755,1.3115972736980093,1.4890462593379383,1.3855663386886732
1.9207091522032231,1.3626000759879358,1.3567402385050285,1.4959463843305938,1.460345175464684
2.1413049621669757,1.5246049326423947,1.4900702624110185,1.4335245231216647,1.4749810559740184
2.410070931770322,1.7982190323059195,1.6857415968903076,1.3061219098877568,1.3792787315478816
2.3240572606374292,1.8723049632451787,1.6663019566268196,1.3754147415582199,1.3874219547596793
2.133792197014116,1.6748485285885166,1.518200291270454,1.452385344229517,1.4364999712206323
2.048478974594064,1.639062600817882,1.4610684042527213,1.4399970882999407,1.434950371525858
2.301025905241871,1.7982527604265492,1.4178035993590707,1.500815418180527,1.3255358166547297
2.374111468981178,1.9526840252900919,1.554832480462434,1.5758356602156969,1.262991884984974
2.1195151465066404,1.8279998066485832,1.471708204495452,1.5639499552195253,1.2811737510778476
1.7932816659768367,1.3751457075668443,1.0877144013843858,1.3834634172342855,1.2093054180385832
1.6120655427384711,1.0726194098272357,0.6082508792582758,1.0534229588153572,0.960429741060321
1.6983327054161133,1.0910582425202096,0.6811907107951857,0.8139206589669735,0.7579337549340089
1.7850605915226183,1.3556591780448486,0.8524869778217751,0.8244904331890603,0.8059586411001125
1.6734544074564546,1.3697342203459348,0.8673823123329375,0.941275458474947,0.7769968183387042
1.5423409748725787,1.13462614001476,0.5303051492536885,0.8953227623556186,0.6902084617757634
1.0471689868333465,0.8405716116678517,0.10118269388327729,0.8302802931123353,0.6753187928347066
0.9810519037215149,0.7267285423999056,0.47788327956301335,0.8691308678880689,0.6602995635832055
0.9365544795070697,0.8647927022618369,0.7530160450918961,0.9105247591712181,0.716539152323208
1.1297454166570882,0.941371994796143,0.8869923221641851,1.1261024860602926,1.088563189392442
1.110170342543063,1.222001953132964,1.1981428027248633,1.372514840851185,1.3346888726667046
1.1540550705174406,1.2991533398494037,1.3349712415261241,1.4570259815447701,1.3900593980262088
1.0973868910907532,1.0674359287619597,1.383039787445006,1.495600741104676,1.464806067366395
0.9565220533110995,0.9933719609671631,1.2639314645695834,1.4817145350771235,1.4698005602326458
0.8319696677419075,1.224074291614891,1.1050733406250897,1.3999721692590084,1.403015766663709
0.9503072865104631,1.3456591772400095,1.1368683641343884,1.3570801658215133,1.3643021634821537
1.192673890521445,1.238136782926226,1.2577745206195245,1.4912399318286744,1.4542367475063926
1.050760235353329,1.1504819973705123,1.4258567593853073,1.5029896375289242,1.5085422802464352
1.2479447897497484,1.197396158331518,1.4662705648236583,1.4590753663944327,1.4876388466653978
1.1758328468583537,1.314157480498734,1.4781558577302512,1.421539911097517,1.3960477909255529
1.275052321015262,1.4088994194337425,1.4846880176689574,1.3998549969248546,1.3236634059107495
1.3168055278257083,1.3533824928368117,1.4184082449994193,1.2848227287530045,1.1797643103143434
1.3731810493386054,1.2717877830693753,1.1355248472956678,1.4123241557323523,1.3622150790878047
1.330262870279336,1.178867629435429,1.1326141934747493,1.5278967073174943,1.469131874902202
1.3151700084837528,1.2784856991016704,1.0971163602815428,1.5403851031570537,1.4341878733711728
1.4443486479028698,1.2570734132626307,1.0943055732879932,1.5154827870581458,1.4121986203884784
1.3793265320792152,1.0024679346305398,1.145642749403355,1.5104125967001736,1.4277060392646868
1.1536179919541993,0.7517198124297378,1.1685429688116724,1.5188355557008073,1.41420840197191
1.009140436174301,0.8955805959645982,1.2790792618631595,1.5065924865673725,1.4532575043056284
1.0867953719221575,1.0692506607245056,1.3185303128816972,1.4800834670266614,1.4612834948273052
0.9417953735315925,1.1507733074989728,1.2903973259936312,1.4640654158377608,1.491670496108343
1.3917583044493524,1.248019258454951,1.15508878556222,1.476182739072013,1.4496386053626362
1.8330646615550128,1.5596413821439867,1.296514042716525,1.449405622674363,1.38880213217615
2.2977665944478196,1.7872332174905927,1.289949102771376,1.3995269072631886,1.3337106173665183
2.4160215034248957,2.0059770044808065,1.2149599487349343,1.4384893286648146,1.347295826659516
2.418022630625385,2.0137885852820467,1.2362246564065809,1.467824410452592,1.3841029049549876
2.1248012484479983,1.7286340025767546,1.3159737748518066,1.4789557186992177,1.427565168091481
1.7981558979382435,1.2584159851214043,1.2161089630840378,1.4981796531324154,1.3229317775508889
1.8601541790376506,1.4113091978306742,1.2085202799404025,1.4200206085298197,1.1821737194421431
2.345818989253217,1.6884077341840324,1.2741407635702633,1.1484598534601493,1.049907568464833
2.505748938038778,1.9388529388986342,1.4021275650156877,1.0750161584704867,1.223483054168207
2.5994827856374174,2.020979629733788,1.4322132489563173,1.0791129700851088,1.2831274742429766
2.5893418499299097,2.046187769549732,1.5579910434635051,1.1170799273763803,1.3804291974341474
2.5973211483878753,1.9907546739997004,1.6302761506768597,1.1764235500634117,1.2824747352093435
2.5520924426881586,2.2944353227030687,1.8551142494891806,1.4902578762258363,0.96067519953279
2.4085105578541572,2.387981375460582,2.0772564270694,1.585565673639135,0.9527428108519089
2.3229216934564634,2.199901754273537,2.089394199964951,1.536303873818033,1.055291169887799
2.117983494281051,2.2105117404741024,2.1209170870769385,1.535784226262001,1.0843041090889591
2.3413543340332614,2.0719183814629556,1.909614599219485,1.379708459891329,0.9447599027435756
2.454398027244731,2.0210409475685736,1.7711928526252743,1.4461037669776151,1.0075907233022563
2.5964747799817127,2.084799690895612,1.8719266787892264,1.5531959051612125,1.0788940235353017
2.519721465678449,2.111814903447167,1.9010159189696005,1.5226655982076631,1.0564127358743645
2.495080958612958,2.090371195182994,2.001706127289077,1.5682131987033585,1.1350600319678037
2.5556314231150754,2.1854248318918748,2.023361864727931,1.6744125428680565,1.2483734831972602
2.3797228669358073,2.346854343537219,2.1640841535391897,1.6513002478166734,1.340941155833724
2.4985557046260625,2.3407451942789677,2.157924536751084,1.7578019950755563,1.3737477216300182
2.546376934606717,2.1233369747386313,1.9211963217253945,1.7769217811296953,1.2497456677948766
2.5040074908429,2.088939750221049,1.8447392703180827,1.5857407052242727,0.9685214647508423
2.5648109926762888,2.0713796578270065,2.117703303406202,1.5399898821809859,1.0201613872423352
2.3715730839389257,2.159981728866386,2.2908736827511924,1.6770582059624988,1.3155837259016638
2.349561787083283,2.3422371193773053,2.2498794365584045,1.6960477477524118,1.3710719343989992
2.2172083484307605,2.430033105005102,1.9607740137188965,1.635330956331839,1.1918724363227555
2.295830609927138,2.412329842881077,1.7989830213971743,1.643433140377126,1.02626635586527
2.3118298022181514,2.3772442465768444,1.9988053368463519,1.6934211408507092,0.9688031971184964
2.3388511599356168,2.3960471540532935,2.1353938674440576,1.7143478223028925,1.001882144534359
2.2903052673067377,2.4019478598466844,2.1599059899514703,1.647612682190062,1.1027505881478137
2.4545262038034803,2.307983124016786,2.1463084366280825,1.7337756503924875,1.1012468840520133
2.333417486710701,2.197504767121136,2.173237354099109,1.7974289760796385,1.0433987308452475
2.3486444499176398,2.0079933148022455,2.107698914458637,1.7592164199281537,0.9468681804231596
2.0461716854286283,1.9241841922826306,1.9313014174786858,1.6687301171770959,0.903980746050739
2.155126010492618,1.6674582633320807,1.6435468947245224,1.3757939307335545,0.678661652851585
2.431198318702957,1.9506699068153155,1.6802113665761196,1.27034498897026,0.5564179163362033
2.6531799641228613,2.08312285216225,1.8238506246099215,1.4082755783018464,0.7060383494354406
2.597372402989993,2.0830990201495374,1.8187437447100883,1.4339498606679093,0.761499513773935
2.560478170459197,1.946913688892643,1.6639471632389933,1.458734841046439,0.9352685835506565
2.48556233866452,1.8918790889086818,1.9108286695970855,1.6284564552825493,1.2370429118419144
2.627859508039611,1.8497058578707928,1.9723691070600864,1.6873357067372448,1.3558657432144845
2.359923210991998,1.670249314085713,1.7632376750401233,1.5834551194071926,1.224974397019183
2.225935539143461,1.4016759622654495,1.2670804018128463,1.167937819366549,0.7780206438564562
1.9773593792216213,2.0199293231675153,1.8589226807078292,1.297366136004746,0.8359084139826753
2.1775205886145756,2.2477974321726526,2.1001611981780153,1.5197546832343225,1.0585651152419289
2.4555420607432206,2.1433789600719355,2.0380908550362653,1.4277920576547067,0.9638338114110323
2.515848404019879,1.9282948947556005,1.7138621997506218,1.0439721408494467,0.5290149614940639
2.5485377738153354,1.8470483727476763,1.4234274778773417,0.7429830928778698,0.17307460539504566
2.274288083418827,1.7429096947089444,1.0981247215239516,0.4682995461242214,0.10891062222782548
2.115070968085093,1.4512553135213597,1.0118388339427073,0.39085001627275057,0.020904369402183782
1.6998124918417208,0.8634703690710891,0.8371518779343855,0.3986841786947726,-0.020492861121043923
1.7468996230115392,0.6924090226338603,0.9475126525458932,0.4193962723644009,-0.0014832865140072867
1.7495676862013054,0.8749088673621533,0.9447692897456196,0.47797064144023216,0.10089861575457112
1.5195153294859813,0.7609318328962353,0.8600215121823584,0.4492933753806658,0.08224558696609419
1.467918627016656,0.5061869317053174,0.6268451867157109,0.28462332459687734,-0.03287755195207809
1.1345642402005547,0.3856509067756088,0.31059580693232075,0.11334646274548263,-0.223280743142456
1.1970650811336643,0.5500634340619885,0.18062309383451014,0.05151291003321011,-0.23667585118823742
1.3175823156176507,0.7410484924512671,0.07256835941922968,0.0949741476237777,-0.23023788403888543
1.2766138234002629,0.7633351435721616,0.01815391152845407,0.06976594687107213,-0.3100808689974865
1.1743813364773807,0.6613622354861679,0.27852173369829825,0.075978604076632,-0.35508946018642623
0.9296544288834161,0.6496498097553156,0.26954044500880947,0.08047615145854214,-0.3212848294128068
0.8173526730949705,0.5242002536364999,0.3153072565138789,0.0036912916548187433,-0.2716883781612219
0.6260419278554281,0.37322042583681697,0.20368930720404577,-0.03968925177786635,-0.32379736559796934
0.6038051468583184,0.3766468894971776,-0.16907334914415184,-0.12457494904018464,-0.42169808011626686
0.6683080761766259,0.4387647082748307,-0.31098374287439196,-0.16025474521713898,-0.3328640491884048
0.7147318895608314,0.4147678160728943,0.08100055774752118,-0.1633262921185082,-0.3024264988019963
0.7867130507858152,0.5012215694051926,0.15091876066375845,-0.1430148908540146,-0.2477556351527451
0.6486748123832391,0.5510761370555192,0.1610552709220358,-0.21905907407189384,-0.18160164012120641
0.7561761412034872,0.3455746754232179,0.1546798469951942,-0.1636924234307374,-0.13871575545627965
0.7197619159290908,0.1780067687787741,0.13640401579038397,-0.08987652619453014,-0.20892549848460587
0.5115506555034798,0.1266447851763957,0.1212316674389916,-0.09900634598737434,-0.3226134974259348
0.6389228115138669,0.2858744704935234,0.2491616703451706,-0.10584554530017763,-0.3900035939198478
0.639565251445444,0.4550071160492204,0.1550143101560383,-0.08085324076707615,-0.47948786539846916
0.5880182581588634,0.36578650536930196,-0.07924780463307696,-0.080323701554014,-0.3908702789806818
0.7043964566024633,0.20750695124842772,0.031254774414922436,-0.016634392716248912,-0.20285665540314055
0.7517436267113831,0.6951289186443165,0.3199687175199039,0.09872908694801877,-0.2007752973563465
1.3210726330291487,1.3338839794593897,0.6413353622862097,0.2890474128085425,-0.15975222852420293
1.6183467911908083,1.6073076311422785,0.8938110979670063,0.48496978363145665,-0.01505504761173928
1.6250323546348258,1.562845110588098,0.8944608725139664,0.4164465041717643,-0.0429296896194805
1.420754832895749,1.1760120410468367,0.5497997331584487,0.13252493159755058,-0.15665870733033685
1.1299758655842378,0.44677571906160435,0.04651804401119065,0.022414080595185563,-0.24656206660695293
1.1748748686473653,0.25866310875528736,0.01922246729587703,-0.10392893489555209,-0.3485055936997178
0.9596158626880681,0.32278342564079443,0.055134910152337104,-0.08507037189605332,-0.35736784535684474
0.7666852789352193,0.14934499989015335,0.20182168564556419,-0.02072067173938346,-0.42247606814169575
0.4145496364722072,0.10630501279475302,0.18980208132415477,-0.04724284652613357,-0.4286780032809831
0.5346667128257877,0.1147067642556033,0.2693870995606272,-0.07330516027552034,-0.4583153197604645
0.6871460805758222,0.32657764160343916,0.185687019988048,-0.08650351743016117,-0.38298593209438525
0.7482838786180268,0.4318938533801912,0.16837207118167857,-0.10984761105371287,-0.3677660339649715
0.8599110849994012,0.4420798426749508,0.3575071862264455,-0.11837124975827511,-0.37460286206297344
0.7646114114740472,0.25906488136586003,0.30137237465397876,-0.13994790205001414,-0.32546714959691414
0.8139919245034458,0.15592392230874924,0.20905502612306925,-0.09456293800084557,-0.27748735834898147
0.9038221049534361,0.8028065833738481,0.6518447211866842,0.04843194185881082,-0.2890244987802169
1.1400917044098995,1.1325516252714285,0.9247484549653379,0.15464764534478373,-0.38761910879000866
1.044722672594365,1.1098393163884621,0.8529963868010387,0.1421211880153684,-0.4276731300052497
0.8648513929035693,0.7293018013047077,0.3912230181717518,-0.03419604603429829,-0.38749787977989153
0.32361249291778993,0.333608552439128,0.19872244670994374,-0.08586064025297543,-0.35719960831291414
0.35195577836944764,0.26765405104511863,0.11837835612796672,-0.049433948818614126,-0.28002376345243624
0.24375295406424227,0.2008650591645612,0.20041817747609061,-0.12051080541881326,-0.29352041025597825
0.38394868995532666,0.035627318948062585,0.23419871361699152,-0.08464166832138909,-0.3159406159407174
0.5600998630001709,0.06877621000767027,0.03683112728769733,-0.05503813098938669,-0.3449614934555189
0.704705548837245,0.1400191403055515,0.10808794242970608,-0.06391299661654024,-0.37367632414613056
0.6022610175117511,0.05053756352439139,0.10550536310020385,-0.12161109852715911,-0.40797044765910767
0.5085007350082882,0.16715339410413815,0.1425025919857308,-0.17997758327632715,-0.3982042336654796
0.5993981044640782,0.2263387171881402,0.21315186821233634,-0.1602796374644691,-0.49150701854952794
0.6125542029946649,0.14700460340348395,0.20562598932401685,-0.1415675837608365,-0.4401437116022721
0.5326012001270903,0.2263093296851997,0.2515471448487599,-0.13427575881310866,-0.3727803345821908
0.2380697253917279,0.23422753171195082,0.18732954361380982,-0.15407707184823427,-0.35174227478700304
0.15734362688378137,0.18354534537762346,-0.14292614426540148,-0.25772055338835953,-0.2743679068546188
0.45475728133989735,0.15535911374977243,-0.2835720541060729,-0.3302155434481351,-0.29627894705110946
0.5413760573049752,0.06451854497340549,-0.03351461828845156,-0.17278305078871095,-0.3904894774088833
0.3526734083359627,-0.1533024320593305,0.055607499489429606,-0.0806763988682382,-0.39652765279039276
0.27439169338730557,0.10801477083892304,0.0525598549697921,-0.15417529321495013,-0.3746055267627865
0.24770708875027156,0.18556552624697428,0.1508076669488725,-0.11560586267228455,-0.37164739516732453
0.10429379451388718,0.38272599083882336,0.11990906526596543,-0.1196156718481316,-0.3677237779243248
-0.02152572620415005,0.3660003937808206,0.08156824832489033,-0.19968749821674567,-0.3218201484573033
0.1403310971912785,0.09093746216329592,-0.06667727439935447,-0.3094908706689112,-0.2863707504094744
0.19690644333772928,0.0975795697970874,0.06708331627454647,-0.206580738073153,-0.24975849250440793
0.21219989027867606,0.12044095796231,0.2009443136715928,-0.17506974407407014,-0.23383492519666002
0.08879063537635681,-0.021655860443463387,0.1267998377844541,-0.2659746936925355,-0.2940198349967665
-0.11613943409893361,-0.00896847328454114,0.10833698559018788,-0.2873941998930682,-0.3679041752290075
0.0993177244093088,0.006775991175833213,-0.06257804865206858,-0.33043014055299924,-0.3665956091425414
0.36796025491794443,-0.07089662627925494,-0.1640639233826869,-0.34726222503758014,-0.34295272960792406
0.7917760256642836,0.13384813269450527,0.013633244053137336,-0.3085300227924204,-0.32537659008803355
1.1167495815354191,0.92847705446437,0.5863589326467348,-0.0613081255488956,-0.32224719922759176
1.3883942870407813,1.2950545819768906,0.8850845655769566,0.13745752416919965,-0.3202782199824237
1.4984083389890617,1.300720198391418,0.8561595646309668,0.16395485569424062,-0.33712395514107596
1.361810135950992,0.9991614377226922,0.5019837626201474,0.032782515244755596,-0.3997537494035457
1.04456850571697,0.5766411829940694,0.06468137110245992,-0.1321191119496067,-0.3551629143427286
0.5482732942000321,0.4477231869221288,0.02965928989070183,-0.1358856568114127,-0.27540843793079994
