Delta,Theta,Alpha,Beta,Gamma
2.3885678118635965,2.22165630410155,1.7362882747935686,1.5679019338407945,1.0568504425940672
2.2571389087385927,1.7965297655098422,1.3585854251825886,1.1489653367744543,0.7340315363732294
1.2488706095398978,0.7773273782303121,0.7552199613678096,0.6176962795835722,0.08165420328943504
2.2962993481103893,1.674516359355037,1.4167652608883194,1.114709966388232,0.7940895343598973
2.5205096413850163,2.046958580799689,1.7880968539918347,1.4620591791703432,1.1513603448131988
2.6270109428664434,2.082387556126559,1.8027452416299714,1.4681451769432412,1.1537531677043187
2.5216177646745113,2.0450768765451666,1.8116527127425825,1.4368894950988849,0.8989350031036489
2.639819714935633,2.0795587994718683,1.88980095554976,1.5045922412529593,0.948524896419167
2.5164927255030842,2.00922851553077,1.9386483990160053,1.5040392538526146,0.9574676671838372
2.5944625784087174,2.0796859163954644,2.0342214730341897,1.5634678240599484,1.0316949498348782
2.4865534494852564,2.0818643926627987,1.9655087989386242,1.4788284374689862,1.033145949472277
2.5006559810134337,1.7949717633967097,1.6579131231997015,1.1847201950541884,0.7757585021774374
2.5336665058444567,2.0293154141420207,1.7723089548820463,1.399091551915846,0.9685460291776953
2.553551557243652,2.0399451791050787,1.7793301681969438,1.417339488144341,0.9833321199543218
2.4857995261502945,1.8672896486966304,1.5556340386185152,1.276485815570636,0.8512360213172439
2.466486029219789,2.190989029513707,1.80524622982024,1.5328708667269957,1.1500409842744523
2.5194227014878616,2.2516450132635257,1.9365812399453513,1.6907530047853614,1.2840182611509343
2.2170179631066786,2.079522722211005,1.9372153817845283,1.7463268469319835,1.237811023061271
2.0968710756839704,1.8083781917288013,1.7788226208872702,1.5761458676374323,1.1314670194001206
1.7142005912334102,1.255058794643955,1.272095073284616,1.2975087296560497,1.2170962527144387
1.7268513626792512,1.3232055105971159,1.1089248158685363,1.3164384420705644,1.2413920486782846
2.2434538375900073,1.7244892897820823,1.4708314357701757,1.4717443283895126,1.2320587670844785
2.5211419770135985,1.9137321580035827,1.6337624604708951,1.5342801864529771,1.2534192631721328
2.6277454395619753,2.038568883341756,1.7882540580984514,1.4947017561683391,1.0653335791345626
2.4609237455126247,2.0145915482561993,1.7460991606740073,1.3660058093649563,0.7586398008851889
2.2747273124362906,1.6024211472211296,1.358391340490596,0.9715968677936374,0.39983011473965596
1.731253766485059,0.8671133592952281,0.5584636125727463,0.8606145613795166,0.7204352206608973
1.8467333488012458,0.9440015802678079,0.9768248882037054,1.1705641183930922,1.1277513603843403
1.73403272489014,1.0173297440621762,1.1640719420351964,1.3762139874680803,1.221392586375573
2.0807116819544134,1.5215949390223238,1.5155402328334908,1.4673591754497999,1.193858647772459
2.332844981692621,1.8796843303336708,1.7590835949127173,1.5148816491380925,1.1642028348143714
2.3606980318086133,1.8692553612734069,1.7054916357114391,1.3926605671092704,1.050917231985356
2.44014756472061,1.7131203830495474,1.4613105215850883,1.0649750422831015,0.8515098422559328
2.510882874016293,2.0244729560280614,1.7163246678413742,1.248795916217709,1.1492032974842075
2.505877552471047,2.045210397606964,1.7556079084348417,1.3829408385834738,1.3083065790270676
2.2599009516141946,1.9450317220115694,1.7107542382170464,1.3390261021548406,1.3266637668207735
1.6509329612191908,1.6549056494277679,1.43748542806563,1.0369396654190022,1.0412295150642217
1.6203855751910548,0.8612318288496991,0.6437142548218933,0.4438853945619594,0.38319921876363056
1.780876219272493,0.9172958337406837,0.9104101879288253,0.7743793108077915,0.8197847010657631
1.8688646430921967,0.8960096510686935,1.1676512146608395,1.1418982975107033,1.1066288833404083
1.7954678983045274,0.8985384978065,1.2252551806783605,1.3644666260474794,1.1479546442957065
1.6158215574266936,0.77802967413016,1.3061025485731834,1.4262081563146922,1.0783864119085758
1.3939822970086757,0.9060319670323533,1.2793988708547812,1.438437795598172,1.1170488637983333
1.3604930822940373,1.0648792273331074,1.376522877431389,1.4047815794486684,1.1905457785251476
1.6987619023265514,1.6077433640234862,1.6783066564872446,1.490206822338392,1.268090007481618
1.944283108504311,1.9126042684033453,1.8462181413403331,1.5730423931313264,1.3522703492295551
1.9905303832248844,1.86962002942921,1.7387182392936076,1.5203457885296006,1.377432140971972
1.68519479002498,1.453482035229297,1.4342825279815483,1.3827040383315272,1.305927942705619
1.3087547801442003,1.0406120190977217,1.3379571726011583,1.382212655499726,1.2199159331636094
0.8890694514328007,0.8445442042650896,1.3371348064571833,1.4194153224075519,1.2020901303972764
0.9404264464836887,0.8613416275334905,1.3128717822697968,1.4284525532397836,1.2039483146514618
2.0076280693545403,1.3461668370371243,1.4534466600206226,1.418837174134548,1.2300002796100933
2.246693825628011,1.7526843478985747,1.6586976170690746,1.5317685066335682,1.2440736703866324
2.2548806259042222,1.766136933862182,1.6348597019454187,1.454898350270516,1.107229887695103
2.0367062297663026,1.4233908445431251,1.247238314280639,1.0655728819854768,0.666399085343901
2.1273585010249505,1.2581527769570242,0.9677670758427163,0.8010251450260502,0.6181828706942792
2.4721126947984255,1.7832775997872923,1.208467529033759,1.257270819066383,1.1071158056236048
2.5027090834982197,1.847677194701884,1.2312334522362296,1.3335528375825536,1.1931441201846666
2.3917982229973034,1.615523454890443,0.9185999667161964,1.0782868057679447,0.9460052307033046
1.7813352272977596,1.147037071310922,0.6988036613195812,0.5121493903729318,0.359349808017817
1.4046359484778979,0.9249651787243702,0.8840027947812009,0.662994850757283,-0.04404647719855549
2.3430670475662985,1.7453090007911451,1.4737550055427224,1.1300903536751148,0.7215297628493532
2.5257542225535334,2.051164863156913,1.7952467523826967,1.4365711849434972,1.0412754411609835
2.511404815600294,2.019723399951343,1.736927001470047,1.3999761884284805,1.0134769228661364
2.314953800637388,1.5994004415035457,1.3244846477407797,0.9808138533401365,0.6075354953256367
2.1255822071682386,1.9711382325470523,1.4089725547812797,1.172140518398836,0.3791481797099889
2.3530811594823,2.295076676015901,1.6512123251761701,1.492180031192563,0.7898561944650733
2.3963120657491017,2.271464055129937,1.8257674499854146,1.5309619130861816,0.936488064416301
2.5929492943584935,2.081813004926709,1.8777901760403872,1.5091150703427145,1.0367525545514666
2.6077763481125906,2.0684580289805825,1.8317964650115213,1.4838252429608807,1.0014198602756
2.3753823489067,1.915970676244295,1.6516579421439976,1.2956255739258464,0.7970972051001659
2.1282443926205143,1.2600985600228378,1.1857010192515167,0.7074885887016118,0.26771518923148624
2.3564441493640573,1.7696420136868285,1.4986380727835606,1.128532761061031,0.6446702508794101
2.4994806713591537,2.0657732165071603,1.8113242075470868,1.4172622225383849,0.9202102085767413
2.5975699256951703,2.11528808518959,1.8460769035814388,1.4443951895392708,0.8877931163247477
2.4934959292877448,2.063674634140971,1.975911619220251,1.5820437491007096,0.9483301946974626
2.5467374395349593,1.9376969046947141,2.077943745460928,1.7192046725617163,1.130201438822043
2.5121166011932208,1.8713218548288633,1.984511931228638,1.6111406017189007,1.0703910913057055
2.5279626573146747,2.0632348767714097,1.8765819497373843,1.5114805585563091,0.994594636351432
2.516401733864112,2.1042932498810756,1.8613704933055508,1.5468760966277098,1.0844063276542175
2.503120606796374,2.1038301766711225,1.8780837685717713,1.4765797166947594,1.0860236332791897
2.5783807243748487,2.049178078758703,1.8444166359419218,1.5107909053271416,1.088231964654481
2.568766420123037,2.0842606465931324,1.8610385528516267,1.4756115580396925,0.9632135789500054
2.4484239731828854,2.2398455118453233,1.8314281811882578,1.492732139992878,1.0559040825903738
2.412377423996655,2.3393526352140617,1.8562377297758004,1.531211728586032,1.130783478916632
2.517536738614784,2.206693759646713,1.814773626845056,1.4917597588025435,1.0845606026514671
2.5385653676350644,2.0864401757183417,1.8307517040556238,1.460835904097884,1.075028974037891
2.5833772883741952,1.972247011925838,1.7554525890467854,1.3369257421361633,0.8460271973598098
2.5300812033839595,2.190761700820437,1.8879933480353572,1.457978405241926,0.8026858503837014
2.5078923746831054,2.326439780839738,1.8416143589952023,1.5680729232165393,1.0142606004334693
2.5410645616791325,2.2676827871521072,1.9283378994484068,1.5518526873337968,1.108782543490422
2.4322951040007363,2.326157180131847,2.0199173413158378,1.578928574907811,1.296249320157841
2.332574147960242,2.1768322218007206,1.9880665002246833,1.579480424078758,1.340440354704458
2.48278162820814,1.8523340636813261,1.7202572977897588,1.4092616955478612,1.1523091341842067
2.530149314957288,2.052160426385382,1.7741732674189268,1.3533533964857505,1.0610146869668202
2.5663371594513773,1.9640230796003884,1.7045770354153442,1.267648021188499,0.9999472589190429
2.563096053412539,1.8245917643959129,1.5360088809441172,1.1468451589643454,1.0765427103679448
2.503545268465693,2.0328586849022794,1.67764145837676,1.3182664374805306,1.2412379905825717
2.626745241490391,1.9294699844597496,1.5835167195061879,1.2188907867915906,1.1461612958266396
2.5998092674410773,1.9841340472163034,1.583220771860076,1.1287818954530566,1.3584148295153267
2.5166408902850432,1.982597524622568,1.5738930214295463,1.085711477047134,1.3533833260810866
2.2867995965747823,1.6028208882755817,1.187887072912345,0.746011783711452,0.9929521629295748
0.9422714994281514,0.47084113926442456,0.44650361205355094,0.3362726577250899,0.2652280464164179
-1.1977003825835584,-1.6571333304483633,-1.6491104648349457,-1.597591092026347,-1.4208535268665938
2.1783457712731105,1.4874143978785974,1.324919227165422,0.9021342397899605,0.5023535333460726
2.4336252607368025,1.9970666812869837,1.7120245172941335,1.4011456904955315,0.9777968995199643
2.5818267720199635,2.216589976023531,1.791254169649652,1.5803143321728836,1.2244390006131025
2.418939006243374,2.3472484234057456,1.846924793083472,1.6196956594033292,1.4043235286819724
2.4433780170325132,2.2102173835685375,1.937420491700485,1.5344525517468048,1.405571914653068
2.479903875359714,2.0584776258870194,1.8198712872847578,1.4361674124051083,1.3582762527746604
2.4383052941127406,2.2281538059971226,1.7088166329059549,1.4335405477921979,1.3641717402855515
2.457927522743616,2.1689313389961473,1.7697245135745485,1.392202819161645,1.3508031986642695
2.402317664048402,1.853680544101161,1.7525337290387817,1.40344080292055,1.1827019026403125
2.197706772304138,1.773223220013226,1.772150415843686,1.6379741514823811,1.1836426447951847
1.6428057516949113,1.8613898641551425,1.6989010826278088,1.7163548026478161,1.2441226454652683
2.215074022019183,1.8223184516041346,1.6816884922453308,1.662544764175512,1.4071047845269573
2.511211363556429,2.027207686424112,1.7760106806803098,1.5857237289624828,1.3988375365208008
2.604261607093456,2.047419127366285,1.7833846410819114,1.411923299533977,1.0764786367897161
2.588484131950727,1.9931371107265232,1.5463583442856752,1.244553450590622,1.1512218210934555
2.550000317151574,2.083890399307862,1.6269114670668445,1.5466992405593003,1.4306383831374807
2.5518130821873517,1.9904478265863468,1.7281267395723259,1.636045850266038,1.5083941790006614
2.3213581606853277,1.9909355391073758,1.8200693726714103,1.543751150825703,1.4451477900657537
2.562954337166962,1.9871042597677286,1.7392108784946925,1.308395140942335,1.3990225927557736
2.511762562108799,2.0495653803360434,1.7054229660617009,1.2606981450175812,1.4582197253434972
2.623472544671503,1.8842657046867137,1.5382661694663744,1.2298406897322118,1.2928795946199216
2.5824325941151134,1.9659257221383073,1.5477000208538558,1.4116268976770132,0.993694945494556
2.508021898485492,1.9401562220408166,1.4665051851494162,1.3785944988358914,0.9262138882501472
2.450976227818734,1.7294078262988175,1.2942979326851085,1.08266880857559,0.6272006916438044
2.515198256132086,2.017279532928835,1.731684539415432,1.347839701410395,0.7374796973817386
2.5261435638938976,2.0532093506044187,1.7922334265441187,1.3937446114297183,0.8039304885978105
2.385595857663111,1.7562763169023206,1.484485040869857,1.1006545119301674,0.5952371924680585
2.1532875996436927,1.8228389871495396,1.527685902398204,1.2078616670150213,1.1336184737747708
2.2953778247241168,2.20389557903078,1.8318178512706023,1.5673459717169147,1.4709820254817556
2.5702755343341996,2.2470955136864794,1.8273157930395207,1.6459520422990563,1.5155749444744606
2.527055798936578,2.051836001168053,1.8128829460442462,1.4767885621027055,1.3119466514350326
2.5360635422088373,2.0148416489262475,1.7838864027780794,1.3543625158440944,1.1515789157184129
2.4888864333854333,2.0419332434371875,1.8115220167963586,1.4611108560752137,1.2079921760199746
2.491889926290303,2.076840394771523,1.8490621479674287,1.5268873057434207,1.3187346552310109
2.601672766890783,2.048744134157545,1.6918668678982438,1.363585017202746,1.38045147483968
2.363114425072351,1.9568080368336709,1.4619229635242474,1.1366070954183618,1.2443514391245976
2.063257540621301,1.8694902004560978,1.2198595049093057,1.2959657883933675,1.0648950715500316
1.8414826800646031,1.7008150705871115,1.00681647587347,1.1902657171055284,0.946458692997808
1.8167845333124035,1.4357396485058014,1.190666611392191,0.999197608838069,0.978623839831565
1.939970438097322,1.6992819500424325,1.4483956182227773,1.1458549652545569,1.1428266061142451
2.419993979639327,1.8596295094050899,1.4805761180041974,1.2037071739263618,1.0915830752523594
2.557831436385385,1.9913725398863782,1.5583013656314924,1.302432232972191,1.0650446434850256
2.6633661390642933,2.0366805633362324,1.6889621413287086,1.2549538302254968,1.1509419001620578
2.482051647122198,2.0069247499778315,1.663147205324207,1.109842276255689,1.1508621440750486
2.3455314011468515,1.6938037426552026,1.319267045161668,0.7392667764868975,0.8290980972273605
2.3397001493040777,1.663979305699242,1.2993883305300469,0.9252812519444283,0.7018181691566434
2.5201901114911354,2.003353139471073,1.671743552650237,1.2888101252319935,1.0546513350739375
2.5145194221927163,1.994721058581491,1.6565382382447633,1.2896098074126994,1.0571105518597097
2.457959061101209,1.7582303925004674,1.3544067256329066,1.046867010875973,0.7157770866754108
2.499138795738558,2.0792654632585954,1.6707841078687007,1.3677175672175137,0.6233424507723352
2.4937116593322117,2.135189048531572,1.6866564709259162,1.439700044304526,0.7042351426564517
2.460201911455968,1.92442089399802,1.4657259176240969,1.3087652283567948,0.9854898400143995
2.456722558927527,2.0362048071698737,1.5814467157421301,1.3424845313304783,1.2046921557873647
2.640833265447767,2.1031034320534,1.7361217196994871,1.3139212057226974,1.1581745960324976
2.633716524822402,2.074517437878149,1.8060281252539976,1.1895832460590812,1.0620144129095954
2.461247266215884,1.9630762885812516,1.6733636425291856,1.0703729097915053,0.9466079007114758
2.1496049262956913,1.4419102463872662,1.2479358516416224,0.6473777559275915,0.48427968591267007
1.8672952582316744,1.1437816837392445,0.8973069186316407,0.8526210699442349,0.6746298395126437
2.3923029767246837,1.5645653489078477,1.588028205002915,1.4218805305560005,1.2003115967765465
2.5061599264196803,1.8142229603893938,1.7800577450040924,1.6509004339214053,1.3476851211059988
2.503380556946845,2.153627307684318,1.7636509997722267,1.6255283257700939,1.2131528950588926
2.4190392402692735,2.2904599253793507,1.735529301859485,1.5643446437109845,1.0736886511439407
2.380914201969533,2.1841688972391093,1.7881497348936037,1.4976779961575575,1.1196831146079291
2.47629685429545,2.1634699239670225,1.846641668949219,1.595277104122638,1.3869829561033198
2.4410147643962126,2.0359249000495905,1.9258666341344164,1.6993500835080304,1.4791920942860532
2.432335824236837,2.0856257295506477,2.0337415094301954,1.657548389734651,1.430038068438587
2.274250278486944,2.2018669837646305,2.056296218523945,1.6477019060346554,1.2699055308730376
1.9879227399677035,2.183810446804157,2.022561179275702,1.6422041097125646,1.2914561680320276
2.218905149306561,2.102942703734383,1.9951020289713657,1.5465792582057623,1.2239856577010677
2.490586403665607,1.9865698471659543,1.7661493670590205,1.2195626796215637,0.859810759957279
2.5115399835034937,2.068064173467243,1.779551471662882,1.3019963332835707,0.8232383185199128
2.4966534661991444,1.8642640629351162,1.6409607071569317,1.144121820289481,0.6858604896412267
2.360451433292379,1.8499981778497527,1.7671751350137008,1.3225649017654333,0.8295314704653349
2.217456995091771,2.026634872830514,2.005849320362011,1.5506786815339517,1.1536305084896772
2.4499432142501614,1.9743676199889555,1.9557220308481982,1.5040332554571711,1.2652917212235348
2.486810434354754,1.9786535552154343,1.7007258713600522,1.3248860026270843,1.2772075016503515
2.401582856538955,1.8556603716908768,1.483559431575957,1.1608901511033896,1.1350509029735898
2.14336167264676,1.3799880341646973,1.0692897534888568,0.6863191339476913,0.6891039543673723
2.2357024279877975,1.4925727125486412,1.1714941226872089,0.7911384896754963,0.8956953789603714
2.4819820078434622,1.8423266784357983,1.6108995392851204,1.1445898598413289,1.2680009132302568
2.466022301622398,1.881487601397512,1.6841154704314092,1.1978033328379476,1.3001087626007026
2.3942233706217593,1.768540060082932,1.5437259731795812,1.067411007527777,1.0581095359802726
2.3321067684447545,1.858910511719589,1.9029713703753928,1.4206648847878574,1.029808395454476
2.501263256344431,2.062186602337811,2.098729815616494,1.5683857989475263,1.3107857952639421
2.4651616049426885,2.082481052818246,2.0524354354041017,1.4864460568750475,1.4382397638869717
2.542675628955214,2.031509552413122,1.8383916334124177,1.517644974270576,1.3019118176021918
2.529552470801471,2.3259695491711776,1.7553347210605916,1.596586863464993,1.1388981844366897
2.4931410909808602,2.3363465295888672,1.9421452496636034,1.5668172703411325,1.0906958547788241
2.449579987873326,2.0865869431760555,1.8740339806546855,1.4151416448386387,1.0649326648566595
2.182834860923584,1.6200645521185932,1.5459952514808133,1.3218022036911976,1.24163184244232
1.8438837774499308,1.2957297445202196,1.2576965250234249,1.1996704472102353,1.1518274162577267
2.369824534042067,1.5920016637946548,1.7086695024821115,1.0897924003268846,1.3234209001701691
2.512232545292006,1.7895023798120802,1.942106423658766,1.327184308871634,1.4995145758976767
2.657086204189602,2.039980762108765,1.9030015415933392,1.4372072900630173,1.3896396060609904
2.5395893860013854,2.053210074673894,1.7899015279075412,1.4236417526231742,1.0419438518127293
2.643692733276913,1.999170282863807,1.7222251030591889,1.3641274628401359,0.844621489894664
2.5600666338703757,2.092805481489214,1.8091685283028458,1.4383000066240215,0.9368741219863321
2.6024799444082625,1.9807387445937013,1.7188849430619737,1.377543497917694,0.8691577371578066
2.404665424865005,1.9409993524437876,1.9030476836131482,1.422986053639989,0.9629594162286276
2.598815502161686,2.021241500470537,1.9260741677684248,1.3748615899092491,0.9432436542957655
2.5113802516383057,2.0690482824413796,1.875728851011656,1.3598640920244285,0.768197292523229
2.3810106207900206,1.8406746340830913,1.5976275219231122,1.13630910574329,0.3878711463690817
2.1291390237742966,1.2826314615468177,0.9828784357430297,0.5789334537764234,0.6967303411722259
2.138706937796267,1.8321358945577633,1.3798607101709628,0.965609240112318,1.2503410357559328
2.356452237465018,2.076461534483296,1.5814710335358515,1.2948881386727895,1.4560075898627407
2.120871096605827,2.1401519993586633,1.72883725690066,1.4343863930235319,1.4397699584505286
2.0810221634245933,2.0129011951337454,1.996966697762516,1.524322064416325,1.382434301709444
2.2595655333497917,2.0639921676823225,2.0515461003440456,1.608432567003953,1.4436685656533759
2.4781893232375,2.0887694719190804,1.9166599562137718,1.5088557868420365,1.382921241591886
2.4650144324487684,2.009099248446779,1.766185663246549,1.3530384503334838,1.2178632896890298
2.360863035405722,1.68663053083012,1.4214799008006263,1.0799769649486666,0.8830249227948159
2.428066579909196,1.8767262670562608,1.6198199596417593,1.3008750634419155,0.9880354231301369
2.5060442284331352,2.0816943932735255,1.8247287835099866,1.50140600782868,1.191991002815957
2.5198758832132104,1.9988181129551823,1.830443792081415,1.440614808681713,1.125697719041762
2.438208797293494,2.251714064702302,2.0508162939663706,1.5178155112101885,1.293081987125896
